chrom	start	end	H1_DamID_LMNB1_rep0	H1_DamID_4xAP3_rep0	H1_TSA_LMNB1_rep1	H1_TSA_LMNB1_rep2	H1_TSA_SON_rep1	H1_TSA_SON_rep2
chr10	97050000	97075000	-3.351588	0.335696	-1.043236	-1.435967	0.814139	0.528541
chr10	97075000	97100000	-3.558458	-0.291360	-0.679720	-1.136807	0.618168	0.691179
chr10	97100000	97125000	-3.287865	0.149799	-1.160510	-1.240363	0.616253	0.677526
chr10	97125000	97150000	-3.961909	-0.042049	-1.080537	-1.381226	0.622227	0.491189
chr10	97150000	97175000	-3.743233	-0.462722	-1.046268	-1.304684	0.488498	0.144390
chr10	97175000	97200000	-3.344586	0.787370	-0.978118	-1.354939	0.732633	0.657311
chr10	97200000	97225000	-2.898507	0.107928	-1.570062	-1.449734	0.503502	0.438205
chr10	97225000	97250000	-3.573366	-0.196703	-1.822906	-1.264568	0.341044	0.380162
chr10	97250000	97275000	-2.866587	-0.659007	-1.326949	-1.370667	0.577083	0.368061
chr10	97275000	97300000	-3.798414	-0.190039	-0.848793	-1.211575	0.729171	0.702930
chr10	97300000	97325000	-3.271552	0.359573	-0.886984	-1.180356	0.556092	0.736237
chr10	97325000	97350000	-4.442139	-0.088901	-0.885974	-1.090388	0.975796	1.011531
chr10	97350000	97375000	-2.844204	0.022596	-1.001119	-1.201036	1.034208	1.026007
chr10	97375000	97400000	-2.576153	0.866795	-1.185476	-1.446040	0.913934	0.632860
chr10	97400000	97425000	-3.492228	0.048577	-1.101882	-1.104660	0.865613	0.873822
chr10	97425000	97450000	-4.730302	0.044062	-1.211111	-1.094481	0.895798	0.995701
chr10	97450000	97475000	-3.425316	0.692601	-1.052554	-1.084941	0.747984	0.973704
chr10	97475000	97500000	-3.177948	-0.082911	-1.283880	-1.343737	0.682851	0.502013
chr10	97500000	97525000	-3.742938	0.410556	-1.346326	-1.149111	0.607547	0.724020
chr10	97525000	97550000	-4.408978	-0.306228	-1.084604	-0.920058	0.903416	0.822581
chr10	97550000	97575000	-3.456543	-0.359147	-1.013507	-1.168377	0.831396	0.834847
chr10	97575000	97600000	-3.308559	-0.276155	-0.975249	-0.983133	0.794591	0.633562
chr10	97600000	97625000	-3.209914	0.234105	-1.119317	-1.164410	0.535117	0.633405
chr10	97625000	97650000	-3.917442	-0.478720	-1.022448	-1.152142	0.586680	0.713091
chr10	97650000	97675000	-2.818859	0.178526	-1.119317	-0.957818	0.444885	0.247714
chr10	97675000	97700000	-3.448610	-0.618056	-1.166588	-0.968229	0.584087	0.536604
chr10	97700000	97725000	-3.443190	-0.219758	-0.727486	-0.955340	0.622036	0.624628
chr10	97725000	97750000	-3.277945	0.475703	-0.899030	-1.076090	0.456724	0.554692
chr10	97750000	97775000	-3.116460	0.414818	-0.616455	-0.845993	0.599180	0.683234
chr10	97775000	97800000	-2.995083	-0.559448	-0.666760	-0.881869	0.317381	0.497799
chr10	97800000	97825000	-3.095371	0.498474	-0.656213	-0.836919	0.388147	0.265189
chr10	97825000	97850000	-3.765967	-0.003824	-0.650756	-0.737256	0.499794	0.165627
chr10	97850000	97875000	-3.741017	0.150418	-0.563988	-0.795950	0.475391	0.478114
chr10	97875000	97900000	-2.630252	-0.125888	-0.522458	-0.731408	0.575430	0.532805
chr10	97900000	97925000	-2.790649	0.739619	-0.450842	-0.348406	0.651877	0.284691
chr10	97925000	97950000	-2.842201	0.995399	-0.516214	-0.851787	0.175127	0.228111
chr10	97950000	97975000	-1.962635	0.223929	-0.821542	-0.887737	0.254568	0.136280
chr10	97975000	98000000	-1.594056	0.448834	-0.782705	-0.725527	-0.001375	0.078683
chr10	98000000	98025000	-2.819141	-0.223338	-0.627182	-0.776508	0.092173	0.256856
chr10	98025000	98050000	-3.201397	-0.053037	-0.797027	-0.591114	0.360239	0.461292
chr10	98050000	98075000	-2.681493	-0.089524	-0.658890	-0.726511	0.178132	0.237477
chr10	98075000	98100000	-2.080979	-0.085606	-0.416518	-0.564397	0.608836	0.122895
chr10	98100000	98125000	-1.812836	0.452466	-0.650756	-0.760337	-0.003475	0.044423
chr10	98125000	98150000	-2.014305	0.307983	-0.678957	-0.686943	-0.020239	0.413939
chr10	98150000	98175000	-2.050475	-0.361199	-0.728758	-0.941917	0.155738	0.241274
chr10	98175000	98200000	-0.826997	-0.694311	-0.531566	-0.522276	0.098405	0.120639
chr10	98200000	98225000	-0.881776	0.242658	-0.483817	-0.603455	-0.125810	-0.093081
chr10	98225000	98250000	-1.844590	-0.010579	-0.358461	-0.549906	-0.134866	0.069265
chr10	98250000	98275000	-2.490632	0.356850	-0.087382	-0.320281	0.506515	0.298868
chr10	98275000	98300000	-1.574895	-0.308912	-0.269672	-0.626612	0.236111	0.078475
chr10	98300000	98325000	-2.692426	0.061524	-0.259262	-0.361268	0.404334	0.152581
chr10	98325000	98350000	-1.701206	0.378794	-0.655366	-0.352536	-0.144658	0.059117
chr10	98350000	98375000	-1.694893	0.168856	-0.482831	-0.310585	0.278895	0.147753
chr10	98375000	98400000	-1.498554	-0.525479	-0.184344	-0.356523	0.522277	0.179864
chr10	98400000	98425000	-2.275256	0.336120	-0.135829	-0.014234	0.588447	0.367899
chr10	98425000	98450000	-2.156554	-0.016429	-0.231650	0.012557	0.363694	0.309309
chr10	98450000	98475000	-1.002683	0.688849	-0.139804	0.071851	0.139901	0.181568
chr10	98475000	98500000	0.686057	0.562258	-0.183003	-0.155161	-0.164974	-0.244358
chr10	98500000	98525000	0.817287	-0.365505	-0.133246	-0.126817	-0.170668	0.009802
chr10	98525000	98550000	1.190154	-0.592772	-0.151219	0.083618	0.068766	-0.082818
chr10	98550000	98575000	1.138488	0.545027	0.143594	-0.074926	-0.118813	-0.231084
chr10	98575000	98600000	1.018709	0.484897	-0.047690	0.279205	-0.090339	-0.189968
chr10	98600000	98625000	0.190067	0.034266	0.233168	-0.068957	-0.089243	0.156068
chr10	98625000	98650000	-0.631472	-0.277269	-0.088355	-0.038426	0.233194	-0.083710
chr10	98650000	98675000	-0.608631	-0.278903	0.113315	-0.408507	-0.017005	-0.023050
chr10	98675000	98700000	1.083729	0.558030	-0.083986	0.091324	-0.046015	-0.169409
chr10	98700000	98725000	1.731275	0.044147	-0.129813	-0.137163	-0.257507	0.014405
chr10	98725000	98750000	1.523995	0.330782	-0.062182	-0.033736	-0.108209	0.035459
chr10	98750000	98775000	1.773724	0.451778	-0.217537	-0.250464	-0.449471	-0.313555
chr10	98775000	98800000	0.584158	0.438106	-0.199787	-0.177186	-0.491130	-0.159661
chr10	98800000	98825000	1.284308	-0.672183	-0.252948	0.081312	-0.271696	-0.243067
chr10	98825000	98850000	1.060573	0.753600	0.147732	-0.082708	-0.456573	0.101687
chr10	98850000	98875000	1.628456	1.102913	-0.054576	0.017451	-0.355258	-0.297345
chr10	98875000	98900000	2.033178	0.586875	-0.166879	0.062728	-0.321664	-0.432015
chr10	98900000	98925000	1.789106	0.390307	0.149954	-0.010375	-0.225565	-0.108287
chr10	98925000	98950000	1.810947	0.152098	0.270651	0.127536	-0.253590	-0.067624
chr10	98950000	98975000	1.696210	0.930835	0.030529	0.355613	-0.077234	-0.183513
chr10	98975000	99000000	1.586166	-0.035258	0.045222	0.033312	-0.190033	-0.048602
chr10	99000000	99025000	1.548516	0.174261	0.201811	0.152619	-0.216637	-0.600586
chr10	99025000	99050000	1.905845	0.030059	-0.064229	-0.175164	-0.265326	-0.157469
chr10	99050000	99075000	1.761250	-0.085385	0.201293	-0.163733	-0.076624	0.105308
chr10	99075000	99100000	0.795168	-0.094240	-0.004381	-0.048119	-0.180548	-0.169467
chr10	99100000	99125000	1.412056	0.371689	0.134450	-0.109612	-0.197151	-0.062411
chr10	99125000	99150000	1.529500	1.035792	0.049349	0.017050	-0.053184	-0.014593
chr10	99150000	99175000	0.723386	-0.126837	0.106366	0.189807	-0.298675	-0.040824
chr10	99175000	99200000	1.056651	0.389977	-0.040344	-0.063476	-0.170040	-0.033291
chr10	99200000	99225000	0.612773	-0.068834	0.179404	-0.173922	-0.037096	0.019436
chr10	99225000	99250000	-1.183159	-0.314864	0.054083	0.127912	-0.000558	0.300964
chr10	99250000	99275000	0.444153	1.095222	-0.038797	-0.108403	-0.295412	-0.176288
chr10	99275000	99300000	0.994493	0.141485	-0.354170	-0.097279	-0.165248	-0.265385
chr10	99300000	99325000	0.668588	0.472425	-0.358657	-0.246155	-0.011353	-0.159469
chr10	99325000	99350000	-0.556662	-0.378234	-0.029824	-0.095715	0.134847	0.323450
chr10	99350000	99375000	-0.550668	-0.820055	-0.571367	-0.125259	0.025317	0.064625
chr10	99375000	99400000	-1.690834	0.479025	-0.209280	-0.418971	0.299780	0.091279
chr10	99400000	99425000	-0.928375	0.668674	-0.521507	-0.536975	0.117632	-0.170460
chr10	99425000	99450000	-2.059766	-0.534582	-0.334791	-0.771858	0.069093	-0.071718
chr10	99450000	99475000	-0.302098	0.920189	-0.815831	-0.786582	-0.060243	0.047019
chr10	99475000	99500000	-1.092469	0.454535	-0.553426	-0.947513	0.269863	0.072634
chr10	99500000	99525000	-1.385483	-0.217804	-0.209195	-0.546194	0.088322	-0.080353
chr10	99525000	99550000	-4.165778	-0.322497	-0.023880	-0.394439	0.580274	0.723029
chr10	99550000	99575000	-2.190794	-0.587695	-0.508741	-0.505931	0.236875	0.219885
chr10	99575000	99600000	-2.412870	-0.129957	-0.807936	-0.747919	0.007345	0.107911
chr10	99600000	99625000	-2.444140	1.095601	-0.495346	-0.563981	0.249137	0.272675
chr10	99625000	99650000	-2.134690	-0.599459	-0.678957	-0.692414	0.080385	-0.023337
chr10	99650000	99675000	-1.918190	-0.493132	-0.627682	-0.842930	0.054750	-0.059360
chr10	99675000	99700000	-1.858161	-0.386197	-0.746223	-1.097427	-0.148118	-0.101650
chr10	99700000	99725000	-2.085345	0.520563	-0.632652	-1.012503	-0.024323	0.281104
chr10	99725000	99750000	-3.079509	-0.140691	-0.904152	-1.005124	0.043214	0.173516
chr10	99750000	99775000	-2.573716	0.529050	-0.842653	-0.760798	0.172906	0.021103
chr10	99775000	99800000	-2.498446	0.614584	-0.649622	-1.124370	0.441240	0.088123
chr10	99800000	99825000	-2.178082	0.776829	-0.958716	-0.902996	0.193448	0.152581
chr10	99825000	99850000	-4.011081	-0.758135	-0.586849	-0.832036	0.400525	0.317749
chr10	99850000	99875000	-3.447566	0.314583	-1.166371	-1.240959	0.161059	0.249808
chr10	99875000	99900000	-3.206310	-0.425318	-0.529650	-1.069847	0.633635	0.496832
chr10	99900000	99925000	-3.960877	-0.831712	-0.667985	-0.644424	0.673008	0.619017
chr10	99925000	99950000	-3.460959	-0.255652	-0.851475	-0.917513	0.153910	0.254861
chr10	99950000	99975000	-2.387233	0.342442	-0.865815	-0.955340	0.316693	0.403817
chr10	99975000	100000000	-2.569886	-0.036009	-0.943055	-1.069353	0.343059	0.001170
chr10	100000000	100025000	-3.288707	-0.107682	-1.128233	-1.120523	0.221394	0.313922
chr10	100025000	100050000	-3.484486	0.622816	-0.773556	-0.715341	0.559670	0.207103
chr10	100050000	100075000	-2.332752	0.271970	-0.980016	-1.243565	-0.037871	0.108553
chr10	100075000	100100000	-1.949056	0.261171	-0.765031	-0.666141	0.417900	0.150317
chr10	100100000	100125000	-2.478990	0.094341	-0.652981	-1.051498	0.244020	0.080805
chr10	100125000	100150000	-2.792637	0.048417	-1.332947	-0.882373	0.366158	0.134618
chr10	100150000	100175000	-1.926081	0.583581	-1.220527	-1.499742	0.334569	0.100038
chr10	100175000	100200000	-2.731216	-0.532407	-0.996004	-1.520903	0.025918	0.372573
chr10	100200000	100225000	-2.370305	-0.754112	-1.183270	-1.349903	0.087629	0.268625
chr10	100225000	100250000	-3.279019	0.604209	-0.815924	-1.231027	0.460627	0.377241
chr10	100250000	100275000	-2.652739	0.973774	-1.351358	-1.286982	0.107526	0.194804
chr10	100275000	100300000	-2.886715	-0.244712	-1.132776	-1.082558	0.451623	0.586859
chr10	100300000	100325000	-2.790533	0.305283	-1.028633	-1.313903	0.489620	0.355835
chr10	100325000	100350000	-4.458428	0.120614	-0.820111	-1.043069	0.716282	0.896440
chr10	100350000	100375000	-3.974683	0.013696	-1.006602	-1.254643	0.552951	0.800030
chr10	100375000	100400000	-2.837390	-0.023603	-1.124855	-1.324584	0.319157	0.382171
chr10	100400000	100425000	-2.397650	0.471894	-0.963554	-0.970199	0.527372	0.453940
chr10	100425000	100450000	-3.026689	0.497998	-0.922558	-1.370047	0.325352	0.180753
chr10	100450000	100475000	-2.976426	0.120314	-1.018466	-1.191857	0.223936	0.129101
chr10	100475000	100500000	-2.880323	0.578579	-1.083581	-1.184608	0.585880	0.731614
chr10	100500000	100525000	-2.820387	0.799835	-1.207177	-0.938380	0.267853	0.619818
chr10	100525000	100550000	-3.801481	0.143506	-1.060936	-1.510170	0.494815	0.587954
chr10	100550000	100575000	-3.812269	-0.758393	-1.329015	-1.428446	0.587684	0.534370
chr10	100575000	100600000	-2.047126	0.246080	-1.358461	-1.428673	0.203930	0.276120
chr10	100600000	100625000	-2.597436	0.116814	-1.785025	-1.307790	0.616253	0.298110
chr10	100625000	100650000	-3.854078	-0.945714	-1.394911	-1.100805	0.685115	0.513376
chr10	100650000	100675000	-3.571136	-0.886945	-1.031493	-1.202207	0.847494	0.592059
chr10	100675000	100700000	-3.484627	0.431182	-1.173221	-1.098512	0.618428	0.666568
chr10	100700000	100725000	-3.353825	-0.016193	-0.824523	-1.056005	0.729711	0.817659
chr10	100725000	100750000	-4.305715	-0.203036	-0.533494	-1.096791	0.914881	1.183493
chr10	100750000	100775000	-3.418266	0.070721	-1.164533	-1.735389	0.608600	0.573117
chr10	100775000	100800000	-4.048232	0.628900	-0.947466	-1.188267	0.891113	0.284225
chr10	100800000	100825000	-3.344680	0.204065	-1.327471	-1.390378	0.790552	0.572627
chr10	100825000	100850000	-3.219705	0.415904	-1.153055	-1.222105	0.666242	0.684837
chr10	100850000	100875000	-3.016360	0.057766	-1.171940	-1.417159	0.653059	0.675099
chr10	100875000	100900000	-2.611995	0.842665	-1.170391	-1.366460	0.668721	0.505319
chr10	100900000	100925000	-2.673665	-0.232595	-1.226840	-1.482646	0.378830	0.610653
chr10	100925000	100950000	-2.055919	0.142018	-1.866999	-1.421922	0.221689	0.354868
chr10	100950000	100975000	-2.329053	0.033849	-1.328248	-1.371752	0.446328	0.604511
chr10	100975000	101000000	-3.346677	-0.818342	-0.953147	-1.180356	1.162397	0.975984
chr10	101000000	101025000	-3.495733	-0.741917	-0.949879	-0.965414	1.262128	1.102010
chr10	101025000	101050000	-4.212821	-0.712169	-1.000344	-1.143125	0.752755	0.588153
chr10	101050000	101075000	-3.290694	-1.264732	-1.103921	-1.369640	0.916063	0.862440
chr10	101075000	101100000	-3.122337	-0.600070	-1.179050	-1.271947	0.674006	0.756683
chr10	101100000	101125000	-2.870283	-0.044127	-1.016993	-1.503930	0.737560	0.624363
chr10	101125000	101150000	-4.637933	0.498360	-1.052436	-1.029968	0.846866	0.880820
chr10	101150000	101175000	-2.922889	-0.414992	-1.179050	-1.712004	0.336704	0.493370
chr10	101175000	101200000	-3.439137	-0.055036	-1.728665	-1.368300	0.464030	0.635561
chr10	101200000	101225000	-3.748696	-0.947697	-1.111115	-1.195832	0.648978	0.791356
chr10	101225000	101250000	-4.572758	-0.271896	-0.734439	-1.301990	0.754400	0.769032
chr10	101250000	101275000	-3.361724	-1.569562	-1.184344	-1.005600	0.831726	0.571619
chr10	101275000	101300000	-3.392041	-1.205584	-1.057175	-1.105019	0.804902	0.665063
chr10	101300000	101325000	-3.638731	0.158629	-0.794020	-1.334284	0.610401	0.565923
chr10	101325000	101350000	-3.441919	-0.326516	-1.122145	-1.188267	0.298152	0.481969
chr10	101350000	101375000	-3.158705	1.028132	-1.301191	-1.046650	0.403260	0.611928
chr10	101375000	101400000	-2.821991	-0.451805	-1.385130	-1.296907	0.200528	0.026290
chr10	101400000	101425000	-2.018380	-0.321285	-1.308333	-1.311110	0.076683	0.314271
chr10	101425000	101450000	-3.107099	-0.195617	-1.319113	-1.579307	0.151850	0.253089
chr10	101450000	101475000	-2.357065	-0.521536	-1.581333	-1.791148	0.215003	0.358892
chr10	101475000	101500000	-3.332507	0.368880	-0.994967	-1.701574	0.291354	0.179820
chr10	101500000	101525000	-3.056368	0.458594	-1.128966	-1.490729	0.084929	0.374213
chr10	101525000	101550000	-3.791314	-0.195760	-1.715103	-1.563785	0.225339	0.489212
chr10	101550000	101575000	-3.588193	0.130010	-1.425683	-1.199912	0.713551	0.713458
chr10	101575000	101600000	-2.952885	0.949052	-1.175983	-1.261563	0.795161	0.812334
chr10	101600000	101625000	-3.143249	0.615736	-1.144834	-1.463114	0.781462	0.628137
chr10	101625000	101650000	-4.351363	0.089999	-1.147978	-1.531834	0.672532	0.505766
chr10	101650000	101675000	-3.085820	-0.135955	-1.464452	-1.523235	0.577632	0.590308
chr10	101675000	101700000	-2.752550	-0.144029	-1.333521	-1.238180	0.552688	0.452990
chr10	101700000	101725000	-3.308140	0.389246	-1.391135	-1.456687	0.540965	0.663573
chr10	101725000	101750000	-3.971187	-0.148069	-1.437485	-1.361937	0.658940	0.648576
chr10	101750000	101775000	-3.320501	-0.730829	-1.305350	-1.386253	0.908370	0.634336
chr10	101775000	101800000	-2.846334	0.227122	-1.227413	-1.580001	0.754330	0.965901
chr10	101800000	101825000	-3.439555	0.477475	-1.001480	-1.546194	0.805631	1.060206
chr10	101825000	101850000	-3.768738	0.270459	-1.343654	-1.338332	1.040509	1.091626
chr10	101850000	101875000	-3.056015	-0.333811	-1.418855	-1.518414	0.447856	0.499744
chr10	101875000	101900000	-3.036911	-0.715399	-1.680770	-1.748603	0.373683	0.837497
chr10	101900000	101925000	-3.115046	-0.481895	-1.755831	-1.455772	0.472447	0.586843
chr10	101925000	101950000	-3.370855	0.797966	-1.483311	-1.567373	0.572265	0.539914
chr10	101950000	101975000	-3.126271	-0.147422	-1.494572	-1.339731	0.639170	0.641249
chr10	101975000	102000000	-2.856462	0.656777	-1.452226	-1.691152	0.327366	0.506663
chr10	102000000	102025000	-2.831042	0.338979	-1.874096	-1.416395	0.481518	0.521418
chr10	102025000	102050000	-3.743560	0.526832	-1.597346	-1.589138	0.698716	0.717590
chr10	102050000	102075000	-2.515722	0.000701	-1.399268	-1.446864	0.937792	1.065652
chr10	102075000	102100000	-2.277448	0.801392	-1.255356	-1.415887	0.852876	0.935524
chr10	102100000	102125000	-3.912024	-0.606009	-1.191434	-1.187988	1.384380	1.478114
chr10	102125000	102150000	-4.425243	-1.003104	-1.255505	-1.165139	1.315084	1.288812
chr10	102150000	102175000	-2.924213	-0.165503	-1.178013	-1.600772	0.964447	1.260345
chr10	102175000	102200000	-1.584024	1.476017	-1.522633	-1.510791	0.835263	0.795929
chr10	102200000	102225000	-1.456550	1.442573	-1.508079	-1.414667	0.655142	0.626806
chr10	102225000	102250000	-3.919707	-0.393348	-1.230962	-1.351568	1.046303	1.195474
chr10	102250000	102275000	-2.882311	-0.092987	-1.235149	-1.572635	0.544630	0.734190
chr10	102275000	102300000	-2.540835	1.379637	-1.239160	-1.482646	0.468696	0.500477
chr10	102300000	102325000	-2.208735	0.967484	-1.046000	-1.484058	0.575115	0.574117
chr10	102325000	102350000	-3.564867	0.306591	-1.185476	-1.552612	0.720951	1.010937
chr10	102350000	102375000	-2.281231	0.925354	-0.960878	-1.742089	1.087068	1.027254
chr10	102375000	102400000	-3.150128	-0.742988	-1.452379	-1.147444	1.144948	1.424138
chr10	102400000	102425000	-2.538252	-0.650772	-0.990773	-1.036701	1.666802	1.599991
chr10	102425000	102450000	-4.738178	-0.314333	-1.279237	-1.315350	1.181608	1.096679
chr10	102450000	102475000	-3.760648	-0.126363	-1.182476	-1.296250	1.220952	1.342179
chr10	102475000	102500000	-2.703481	0.160982	-1.447174	-1.332881	1.151200	1.040970
chr10	102500000	102525000	-3.292843	0.317076	-1.437102	-1.324874	0.939064	0.768844
chr10	102525000	102550000	-3.754946	0.765193	-1.557561	-1.569061	0.679615	0.633636
chr10	102550000	102575000	-2.398741	0.663781	-1.715991	-1.271281	0.745705	0.722243
chr10	102575000	102600000	-2.978364	0.223776	-1.325289	-1.319856	0.683839	0.906026
chr10	102600000	102625000	-3.070758	-0.671877	-1.207064	-1.303813	0.987735	1.074653
chr10	102625000	102650000	-4.579201	-0.304039	-1.057175	-0.971340	1.277047	1.288744
chr10	102650000	102675000	-3.844528	-0.705114	-0.916643	-1.037134	1.083971	1.115215
chr10	102675000	102700000	-2.825045	0.291063	-1.269196	-1.309076	0.940066	0.738729
chr10	102700000	102725000	-3.426236	0.076409	-1.157024	-1.248474	0.896607	0.910735
chr10	102725000	102750000	-4.363247	-0.545630	-1.030169	-1.301294	0.938927	1.109166
chr10	102750000	102775000	-3.694661	-0.248583	-0.925925	-1.541496	0.790893	0.630111
chr10	102775000	102800000	-3.242545	0.134382	-1.220958	-1.370464	0.789427	0.706659
chr10	102800000	102825000	-3.808765	-0.690983	-0.993822	-1.204721	0.742742	0.763203
chr10	102825000	102850000	-3.696380	-0.124970	-1.254338	-1.168377	0.662646	0.576560
chr10	102850000	102875000	-3.182137	0.797793	-0.951804	-1.124863	0.477898	0.634080
chr10	102875000	102900000	-2.476905	-0.176996	-0.938991	-1.166386	0.682728	0.416221
chr10	102900000	102925000	-3.045127	0.030553	-1.233127	-1.197219	0.605332	0.550480
chr10	102925000	102950000	-3.802598	-0.127468	-1.065680	-1.470022	0.430063	0.369521
chr10	102950000	102975000	-2.859119	-0.237783	-0.976351	-1.131986	0.451066	0.330877
chr10	102975000	103000000	-3.187272	-0.269734	-1.097081	-1.302871	0.467390	0.313358
chr10	103000000	103025000	-3.275275	-0.805666	-1.275750	-1.152142	0.101112	0.430151
chr10	103025000	103050000	-4.052264	-0.604175	-1.028086	-1.215940	0.566328	0.302407
chr10	103050000	103075000	-3.106807	-0.198270	-1.225768	-1.294037	0.424436	0.623180
chr10	103075000	103100000	-2.998916	-0.168113	-1.152508	-1.220214	0.352113	0.466832
chr10	103100000	103125000	-2.349773	-0.687570	-1.198097	-1.216062	0.385956	0.205219
chr10	103125000	103150000	-3.676065	-0.189653	-1.358324	-0.998023	0.340518	0.221212
chr10	103150000	103175000	-2.957694	-0.804116	-1.101882	-1.440199	0.493105	0.354848
chr10	103175000	103200000	-3.301837	-0.836598	-1.052436	-1.299910	0.303911	0.532244
chr10	103200000	103225000	-4.302649	-0.443066	-0.873203	-1.182761	0.551600	0.553999
chr10	103225000	103250000	-3.936310	0.636222	-0.885859	-0.866391	0.730337	0.625058
chr10	103250000	103275000	-3.251292	-0.964006	-1.019214	-1.238388	0.384438	0.321136
chr10	103275000	103300000	-3.052267	0.175185	-0.872603	-1.166721	0.487089	0.566858
chr10	103300000	103325000	-3.259207	0.032503	-1.016993	-1.143125	0.571859	0.640422
chr10	103325000	103350000	-3.669621	0.535750	-0.879490	-1.129850	0.562857	0.497703
chr10	103350000	103375000	-2.978481	-0.459303	-0.691223	-0.953507	0.592946	0.650731
chr10	103375000	103400000	-3.074054	-0.043330	-1.099756	-1.082558	0.647091	0.452715
chr10	103400000	103425000	-3.021697	0.937068	-0.822906	-1.173790	0.879997	0.777152
chr10	103425000	103450000	-4.199682	-0.100382	-0.816630	-0.897914	1.025005	0.613401
chr10	103450000	103475000	-3.263165	0.701805	-0.732448	-1.055112	0.964795	0.775213
chr10	103475000	103500000	-3.349876	0.257456	-0.663411	-0.940840	0.697735	0.477412
chr10	103500000	103525000	-2.936376	0.034808	-0.867712	-0.730042	0.453118	0.497497
chr10	103525000	103550000	-3.788769	0.214603	-0.536838	-1.061549	0.440615	0.342321
chr10	103550000	103575000	-2.816995	0.466247	-0.820376	-0.756944	0.585491	0.496441
chr10	103575000	103600000	-2.859888	-0.043042	-0.544622	-0.601167	0.441976	0.416974
chr10	103600000	103625000	-2.943897	1.520849	-0.146376	-0.307662	0.463606	0.445491
chr10	103625000	103650000	-4.013423	-0.193979	-0.375121	-0.378426	0.714285	0.550711
chr10	103650000	103675000	-3.332652	0.108707	-0.128609	-0.318851	0.635990	0.452508
chr10	103675000	103700000	-3.608919	1.208660	-0.501446	-0.328470	0.468355	0.597436
chr10	103700000	103725000	-3.206106	-0.818137	-0.249184	-0.445547	0.535763	0.239284
chr10	103725000	103750000	-4.525967	-0.112296	-0.467078	-0.269173	0.641564	0.269516
chr10	103750000	103775000	-3.487882	-0.164455	-0.167615	-0.314022	0.406330	0.307495
chr10	103775000	103800000	-3.174056	-0.316479	-0.148676	-0.406735	0.520329	0.504863
chr10	103800000	103825000	-3.377436	-0.766492	-0.366272	-0.158980	0.478750	0.285015
chr10	103825000	103850000	-3.698547	-0.013241	-0.279773	-0.242347	0.322894	0.170680
chr10	103850000	103875000	-2.198478	-0.070443	-0.315964	-0.543437	0.481649	0.112375
chr10	103875000	103900000	-3.293892	-0.126400	-0.273268	-0.513812	0.012755	-0.131022
chr10	103900000	103925000	-3.461914	-0.161374	-0.391389	-0.394250	0.086786	0.066979
chr10	103925000	103950000	-2.463508	-0.100542	-0.488007	-0.373288	-0.230547	-0.222498
chr10	103950000	103975000	-2.853114	-0.591298	-0.511403	-0.385958	-0.189039	-0.171755
chr10	103975000	104000000	-2.003203	-0.034742	-0.264921	-0.572635	-0.013103	-0.546060
chr10	104000000	104025000	-1.599128	0.565514	-0.307824	-0.594099	-0.230630	-0.184277
chr10	104025000	104050000	-3.202775	-0.799427	-0.031493	-0.218332	0.036257	0.065263
chr10	104050000	104075000	-3.658788	-0.134711	-0.096943	-0.137350	0.177247	0.096679
chr10	104075000	104100000	-2.239888	-0.038697	-0.290685	-0.322996	-0.197443	-0.146359
chr10	104100000	104125000	-1.539309	1.075083	-0.189558	-0.281572	-0.496121	-0.228451
chr10	104125000	104150000	-2.125861	0.295628	-0.311206	-0.610447	-0.430117	-0.053535
chr10	104150000	104175000	-0.710761	0.205010	-0.201418	-0.142579	-0.209717	-0.493060
chr10	104175000	104200000	-0.890320	-0.422603	-0.187934	-0.254194	-0.149672	-0.219004
chr10	104200000	104225000	-1.225704	0.105973	-0.214776	-0.256331	-0.129505	-0.034801
chr10	104225000	104250000	-2.873406	0.261148	-0.145384	-0.296801	-0.147184	-0.095272
chr10	104250000	104275000	-3.244775	-0.601151	0.083830	-0.093264	0.093755	0.038498
chr10	104275000	104300000	-2.848880	-0.355218	0.390600	-0.030177	0.100756	-0.416192
chr10	104300000	104325000	-3.603370	-0.269886	0.500414	0.485565	0.232204	-0.006877
chr10	104325000	104350000	-4.171968	-0.509978	0.430466	0.406125	0.064843	-0.075730
chr10	104350000	104375000	-0.522293	-0.375163	0.293457	0.005931	-0.366740	-0.263217
chr10	104375000	104400000	-0.445963	1.325561	0.096263	0.201072	-0.350063	-0.441845
chr10	104400000	104425000	-0.197689	-0.001640	0.228692	0.214376	-0.433261	-0.390409
chr10	104425000	104450000	0.546017	-0.141965	0.363888	0.244371	0.003679	-0.345304
chr10	104450000	104475000	0.898946	1.149444	0.425048	0.123774	-0.229418	-0.178987
chr10	104475000	104500000	0.211623	0.336102	0.450358	0.479466	-0.189099	-0.054121
chr10	104500000	104525000	0.189654	0.059586	0.610510	0.231660	0.066915	-0.097968
chr10	104525000	104550000	0.701624	0.939003	0.423073	0.320302	0.007736	-0.067297
chr10	104550000	104575000	0.407212	1.255372	0.551776	0.434270	-0.065385	-0.471210
chr10	104575000	104600000	0.174285	0.518529	0.256930	0.476399	-0.326261	-0.255634
chr10	104600000	104625000	-0.266580	0.520756	0.354130	0.259871	-0.366045	-0.463639
chr10	104625000	104650000	-0.366662	-0.055571	0.948450	0.482666	-0.265691	0.024393
